tier,block_id,scenario_id,model_condition,branch,replay_type,max_trace_abs_diff,abs_diff_terminal_soc_kwh,abs_diff_terminal_signed_error_kwh,abs_diff_terminal_absolute_error_kwh,abs_diff_total_violation_energy,abs_diff_action_energy_kwh,abs_diff_physical_cost_usd,all_flag_matches,match_dynamic_constraints_ok,match_engineering_feasible,match_strict_feasible,match_violation_interval_count
F1,e2bv2_074dcbf2a80e3ff78303,v2e2_28d9724eea09520d5cd7,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_074dcbf2a80e3ff78303,v2e2_28d9724eea09520d5cd7,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_074dcbf2a80e3ff78303,v2e2_28d9724eea09520d5cd7,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0787415782c7e9d8edc2,v2e2_689fd81bd1f3eec1e27d,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_07ea54043eaf99939dcb,v2e2_12b72852882928644d40,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_08881e1bb8b31d73283a,v2e2_ade91af586194aa1b583,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_096aba26d125a00ae3fa,v2e2_a49aba98f0f44c8c6622,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a0eaab54b0649123a14,v2e2_581afa30a65d6a5d08a5,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0a17bfd746dc8ad8a01e,v2e2_ff7d4d179a2e6d483137,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_0bd240f8d29b9618cf8b,v2e2_c4d42554da4b1f44862b,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_102ef74ca08fac905cd5,v2e2_a49aba98f0f44c8c6622,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_106f78fe39b79a37486f,v2e2_16b5f26ad506f7afac02,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_13bd328dd30210a825ec,v2e2_a614c009acc530c12890,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_1627c6ac82f892173eaf,v2e2_c4d42554da4b1f44862b,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_16cf0baa917b3889276e,v2e2_babe8da2420b974ae448,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_17ed2261ecd19dec6230,v2e2_a26fd019af93d45104b8,deepseek_formal,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18157d185d442405c6ee,v2e2_16b5f26ad506f7afac02,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18a7375daa96cf6a350e,v2e2_d6ba00286f170447ebbf,qwen_flash,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18a7375daa96cf6a350e,v2e2_d6ba00286f170447ebbf,qwen_flash,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18a7375daa96cf6a350e,v2e2_d6ba00286f170447ebbf,qwen_flash,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
F1,e2bv2_18a7375daa96cf6a350e,v2e2_d6ba00286f170447ebbf,qwen_flash,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
