tier,block_id,scenario_id,model_condition,branch,carrier,duplicate_index,branch_position,run_order,event_family,difficulty,season,location_id,activation_step,horizon_intervals,horizon_hours,canonical_soc_kwh,stale_soc_kwh,soc_gap_signed_kwh,soc_gap_abs_kwh,soc_gap_direction,divergence_kwh,parsed,action_digest,action_energy_kwh,exact_zero,nontrivial_1kwh,nontrivial_5kwh,nontrivial_10kwh,carrier_consistent_raw_feasible,authoritative_raw_feasible,carrier_power_violation_any,carrier_power_violation_peak_kw,carrier_power_violation_energy_kwh,carrier_soc_lower_violation_any,carrier_soc_lower_violation_peak_kwh,carrier_soc_lower_violation_sum_kwh_steps,carrier_soc_upper_violation_any,carrier_soc_upper_violation_peak_kwh,carrier_soc_upper_violation_sum_kwh_steps,carrier_export_violation_any,carrier_export_violation_peak_kw,carrier_export_violation_energy_kwh,carrier_terminal_violation_any,carrier_terminal_absolute_error_kwh,carrier_terminal_signed_error_kwh,carrier_violation_interval_count,carrier_total_violation_energy,carrier_dynamic_constraints_ok,carrier_engineering_feasible,carrier_physical_cost_usd,authoritative_power_violation_any,authoritative_power_violation_peak_kw,authoritative_power_violation_energy_kwh,authoritative_soc_lower_violation_any,authoritative_soc_lower_violation_peak_kwh,authoritative_soc_lower_violation_sum_kwh_steps,authoritative_soc_upper_violation_any,authoritative_soc_upper_violation_peak_kwh,authoritative_soc_upper_violation_sum_kwh_steps,authoritative_export_violation_any,authoritative_export_violation_peak_kw,authoritative_export_violation_energy_kwh,authoritative_terminal_violation_any,authoritative_terminal_absolute_error_kwh,authoritative_terminal_signed_error_kwh,authoritative_violation_interval_count,authoritative_total_violation_energy,authoritative_dynamic_constraints_ok,authoritative_engineering_feasible,authoritative_physical_cost_usd,returned_model,system_fingerprint,prompt_sha256,request_payload_sha256,attempt_count,latency_seconds,request_sent_utc,response_received_utc,request_start_epoch,response_end_epoch
QWEN37_F0,qwen37f0_2af3869e046374defe64,v2e2_28d9724eea09520d5cd7,qwen37_plus_direct,S2,stale,2,3,6,reserve_commitment_update,medium,spring,los_angeles,6,90,22.5,175.0,250.0,-75.0,75.0,canonical_lower,75.0,True,42351936bd4f5b1bb909ad1554b9e2aba9426b750f27597cf4f1b9fb6ef8cd8f,375.0075,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,106.25712500000077,1479.539587500018,False,0.0,0.0,True,281.25712500000077,281.25712500000077,27,1479.539587500018,False,False,271.37804848509836,False,0.0,0.0,False,0.0,0.0,True,31.25712500000077,139.22145000000592,False,0.0,0.0,True,206.25712500000077,206.25712500000077,8,139.22145000000592,False,False,271.37804848509836,qwen3.7-plus,,9ed33e5d7732c2f3830c42cfb38c36e6d2100681d82d840eafd90e2ce77a9247,56ef45400eef7b2b72950d5fc0188b4d753a59a69ab4f2ba846ba2c192013665,1,1.209809,2026-08-26T14:13:31.094073+00:00,2026-08-26T14:13:32.303882+00:00,1787753611.094073,1787753612.303882
QWEN37_F0,qwen37f0_2af3869e046374defe64,v2e2_28d9724eea09520d5cd7,qwen37_plus_direct,C1,canonical,1,4,6,reserve_commitment_update,medium,spring,los_angeles,6,90,22.5,175.0,250.0,-75.0,75.0,canonical_lower,75.0,True,33b8e14c0cd42f3a8480d01e2d40c085a75658a25390a057dfc3551748da98a0,3846.0,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,2762.5,151493.38815789466,False,0.0,0.0,True,2310.1315789473665,2310.1315789473665,85,151493.38815789451,False,False,391.128638713513,False,0.0,0.0,False,0.0,0.0,True,2762.5,151493.38815789466,False,0.0,0.0,True,2310.1315789473665,2310.1315789473665,85,151493.38815789451,False,False,391.128638713513,qwen3.7-plus,,ab3b1a07312f4c1e81f81aa70dfedfdfde19f7ce285b9178e866e39648fbb8de,4fb3b0ea1661735c9d3414587c53e523b40d66ac33ba43aba329dc9a928a84a1,1,2.028906,2026-08-26T14:13:32.330542+00:00,2026-08-26T14:13:34.359448+00:00,1787753612.330542,1787753614.359448
QWEN37_F0,qwen37f0_3dc0af9594d02e1dc109,v2e2_12b72852882928644d40,qwen37_plus_direct,C2,canonical,2,1,32,forecast_revision,easy,winter,los_angeles,10,86,21.5,300.0,250.0,50.0,50.0,canonical_higher,50.0,True,5978cd2db97b662ffa19157dea0b038f49bd91e258717fd3aa751f0f82be312c,21.5,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,4.574999999999022,-4.574999999999022,0,0.0,True,False,240.18816139732277,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,True,4.574999999999022,-4.574999999999022,0,0.0,True,False,240.18816139732277,qwen3.7-plus,,457aebfe1bd793ad5b1d2db9d005117d64f8a4fa4f6ea3fbe425459ab5ce3a50,a0866bf69f35e4c2ff3b3349ec2330f2211890df383cf596be802a6208a4fdf6,1,1.853656,2026-08-26T14:13:51.360442+00:00,2026-08-26T14:13:53.214098+00:00,1787753631.360442,1787753633.214098
QWEN37_F0,qwen37f0_3dc0af9594d02e1dc109,v2e2_12b72852882928644d40,qwen37_plus_direct,S2,stale,2,2,32,forecast_revision,easy,winter,los_angeles,10,86,21.5,300.0,250.0,50.0,50.0,canonical_higher,50.0,True,f98e53143f926a21de88d76a5791711e9575eb22a05357c7ba03558b43a66826,376.25,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,107.4375,1442.59375,False,0.0,0.0,True,282.4375,282.4375,26,1442.59375,False,False,258.8149582673222,False,0.0,0.0,False,0.0,0.0,True,157.4375,3060.78125,False,0.0,0.0,True,332.4375,332.4375,38,3060.78125,False,False,258.8149582673222,qwen3.7-plus,,f893e14fe8f910556fc1c88a32438e5dcd2ac189d7b1750a1fce92622945844c,ed660e85d62a065d17ede6937922d99edaa50262c97b5712ce1e5903464f8252,1,1.393334,2026-08-26T14:13:53.241211+00:00,2026-08-26T14:13:54.634545+00:00,1787753633.241211,1787753634.634545
QWEN37_F0,qwen37f0_3dc0af9594d02e1dc109,v2e2_12b72852882928644d40,qwen37_plus_direct,C1,canonical,1,3,32,forecast_revision,easy,winter,los_angeles,10,86,21.5,300.0,250.0,50.0,50.0,canonical_higher,50.0,True,b37eb0ee478025c3f82641f5c6b95ed3ce7eb0fe672ccd738f625820f403a943,537.5,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,310.625,8281.25,False,0.0,0.0,True,485.625,485.625,53,8281.25,False,False,267.281684117323,False,0.0,0.0,False,0.0,0.0,True,310.625,8281.25,False,0.0,0.0,True,485.625,485.625,53,8281.25,False,False,267.281684117323,qwen3.7-plus,,457aebfe1bd793ad5b1d2db9d005117d64f8a4fa4f6ea3fbe425459ab5ce3a50,a0866bf69f35e4c2ff3b3349ec2330f2211890df383cf596be802a6208a4fdf6,1,1.891805,2026-08-26T14:13:54.661160+00:00,2026-08-26T14:13:56.552965+00:00,1787753634.66116,1787753636.552965
QWEN37_F0,qwen37f0_3dc0af9594d02e1dc109,v2e2_12b72852882928644d40,qwen37_plus_direct,S1,stale,1,4,32,forecast_revision,easy,winter,los_angeles,10,86,21.5,300.0,250.0,50.0,50.0,canonical_higher,50.0,True,f98e53143f926a21de88d76a5791711e9575eb22a05357c7ba03558b43a66826,376.25,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,107.4375,1442.59375,False,0.0,0.0,True,282.4375,282.4375,26,1442.59375,False,False,258.8149582673222,False,0.0,0.0,False,0.0,0.0,True,157.4375,3060.78125,False,0.0,0.0,True,332.4375,332.4375,38,3060.78125,False,False,258.8149582673222,qwen3.7-plus,,f893e14fe8f910556fc1c88a32438e5dcd2ac189d7b1750a1fce92622945844c,ed660e85d62a065d17ede6937922d99edaa50262c97b5712ce1e5903464f8252,1,2.014146,2026-08-26T14:13:56.578863+00:00,2026-08-26T14:13:58.593009+00:00,1787753636.578863,1787753638.593009
QWEN37_F0,qwen37f0_435de2ad5ee8eee720d3,v2e2_1fd8536d13787e44dc17,qwen37_plus_direct,C2,canonical,2,1,50,battery_capacity_derating,easy,spring,fresno,6,90,22.5,350.0,250.0,100.0,100.0,canonical_higher,100.0,True,2337f4a44eeb0811225f19657385473b7094aa10e9dbc6d8e65c8ac417101571,562.5,False,True,True,True,False,False,False,0.0,0.0,True,317.1052631578942,7801.315789473666,False,0.0,0.0,False,0.0,0.0,True,567.1052631578942,-567.1052631578942,49,7801.315789473666,False,False,273.54640602041377,False,0.0,0.0,True,317.1052631578942,7801.315789473666,False,0.0,0.0,False,0.0,0.0,True,567.1052631578942,-567.1052631578942,49,7801.315789473666,False,False,273.54640602041377,qwen3.7-plus,,ae5fb65c62fb49cd4262f76835f5f7b6000542f977b03ea2947a487bd570a27c,3c45908200782776e94e0e2c79aabdd6d6195a37ff772481c24875b7914ee772,1,1.181069,2026-08-26T14:14:07.524007+00:00,2026-08-26T14:14:08.705076+00:00,1787753647.524007,1787753648.705076
QWEN37_F0,qwen37f0_435de2ad5ee8eee720d3,v2e2_1fd8536d13787e44dc17,qwen37_plus_direct,S2,stale,2,2,50,battery_capacity_derating,easy,spring,fresno,6,90,22.5,350.0,250.0,100.0,100.0,canonical_higher,100.0,True,36d1e1492376af5ea0e28dbc06947381eea6c17e34752995f55eec70839ded9d,562.5,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,324.375,9023.4375,False,0.0,0.0,True,459.375,459.375,55,9023.4375,False,False,307.9010172704138,False,0.0,0.0,False,0.0,0.0,True,424.375,15378.75,False,0.0,0.0,True,559.375,559.375,72,15378.75,False,False,307.9010172704138,qwen3.7-plus,,8857e190252c6d1a0e02d33ae020df07a920a3106604a437a5664c7d77675557,b9b6b1057c0bdde9943e13ac33653eefaff211bc30392e335fded37e6110d3c0,1,1.14111,2026-08-26T14:14:08.734591+00:00,2026-08-26T14:14:09.875701+00:00,1787753648.734591,1787753649.875701
QWEN37_F0,qwen37f0_435de2ad5ee8eee720d3,v2e2_1fd8536d13787e44dc17,qwen37_plus_direct,C1,canonical,1,3,50,battery_capacity_derating,easy,spring,fresno,6,90,22.5,350.0,250.0,100.0,100.0,canonical_higher,100.0,True,2337f4a44eeb0811225f19657385473b7094aa10e9dbc6d8e65c8ac417101571,562.5,False,True,True,True,False,False,False,0.0,0.0,True,317.1052631578942,7801.315789473666,False,0.0,0.0,False,0.0,0.0,True,567.1052631578942,-567.1052631578942,49,7801.315789473666,False,False,273.54640602041377,False,0.0,0.0,True,317.1052631578942,7801.315789473666,False,0.0,0.0,False,0.0,0.0,True,567.1052631578942,-567.1052631578942,49,7801.315789473666,False,False,273.54640602041377,qwen3.7-plus,,ae5fb65c62fb49cd4262f76835f5f7b6000542f977b03ea2947a487bd570a27c,3c45908200782776e94e0e2c79aabdd6d6195a37ff772481c24875b7914ee772,1,1.697928,2026-08-26T14:14:09.909648+00:00,2026-08-26T14:14:11.607576+00:00,1787753649.909648,1787753651.607576
QWEN37_F0,qwen37f0_435de2ad5ee8eee720d3,v2e2_1fd8536d13787e44dc17,qwen37_plus_direct,S1,stale,1,4,50,battery_capacity_derating,easy,spring,fresno,6,90,22.5,350.0,250.0,100.0,100.0,canonical_higher,100.0,True,36d1e1492376af5ea0e28dbc06947381eea6c17e34752995f55eec70839ded9d,562.5,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,324.375,9023.4375,False,0.0,0.0,True,459.375,459.375,55,9023.4375,False,False,307.9010172704138,False,0.0,0.0,False,0.0,0.0,True,424.375,15378.75,False,0.0,0.0,True,559.375,559.375,72,15378.75,False,False,307.9010172704138,qwen3.7-plus,,8857e190252c6d1a0e02d33ae020df07a920a3106604a437a5664c7d77675557,b9b6b1057c0bdde9943e13ac33653eefaff211bc30392e335fded37e6110d3c0,1,1.671818,2026-08-26T14:14:11.640932+00:00,2026-08-26T14:14:13.312750+00:00,1787753651.640932,1787753653.31275
QWEN37_F0,qwen37f0_67ef0b505bfbf7ac9d4b,v2e2_b7e962716394d888d563,qwen37_plus_direct,C2,canonical,2,1,67,forecast_revision,easy,autumn,sacramento,5,91,22.75,150.0,250.0,-100.0,100.0,canonical_lower,100.0,True,f72bb749a2ec5fe51da0e86ac561e25e004d96d08380645768afc4adbe8be69c,568.75,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,190.3125,3145.3125,False,0.0,0.0,True,365.3125,365.3125,33,3145.3125,False,False,533.4001318262409,False,0.0,0.0,False,0.0,0.0,True,190.3125,3145.3125,False,0.0,0.0,True,365.3125,365.3125,33,3145.3125,False,False,533.4001318262409,qwen3.7-plus,,03af9d72aa8ede96a38f73a4efdcb6d9a8213debd1e3d469dbccae2a38c1bf03,babac1e9e5f7a6c2609ee2d1c92d94a1e876dce29195742405c59ab959d1ede6,1,1.61974,2026-08-26T14:14:27.949570+00:00,2026-08-26T14:14:29.569310+00:00,1787753667.94957,1787753669.56931
QWEN37_F0,qwen37f0_67ef0b505bfbf7ac9d4b,v2e2_b7e962716394d888d563,qwen37_plus_direct,S2,stale,2,2,67,forecast_revision,easy,autumn,sacramento,5,91,22.75,150.0,250.0,-100.0,100.0,canonical_lower,100.0,True,51a7d900bc708785e8bab99c312e63e8c1694470251bed9226b7a31e49a41aac,746.2000000000003,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,458.8899999999986,13745.819999999983,False,0.0,0.0,True,633.8899999999986,633.8899999999986,59,13745.819999999983,False,False,545.0001028322412,False,0.0,0.0,False,0.0,0.0,True,358.88999999999896,8446.839999999991,False,0.0,0.0,True,533.889999999999,533.889999999999,47,8446.839999999991,False,False,545.0001028322412,qwen3.7-plus,,231d98336d163e414b9b628d16a6c7fc0a0908f1f366ac3f391b14626ccbad73,b6ccb82973e703fdc6d716d9e817d2790553027026f307568e8b862f7cdb3e8c,1,2.456473,2026-08-26T14:14:29.596275+00:00,2026-08-26T14:14:32.052748+00:00,1787753669.596275,1787753672.052748
QWEN37_F0,qwen37f0_67ef0b505bfbf7ac9d4b,v2e2_b7e962716394d888d563,qwen37_plus_direct,C1,canonical,1,3,67,forecast_revision,easy,autumn,sacramento,5,91,22.75,150.0,250.0,-100.0,100.0,canonical_lower,100.0,True,ce6bb94c5159371faff434c46887e9b0d2810c9227d8d287c0cc3f3cbbf9ea42,5687.5,False,True,True,True,False,False,False,0.0,0.0,False,0.0,0.0,True,5053.125,217553.125,False,0.0,0.0,True,5228.125,5228.125,86,217553.125,False,False,868.0146800762406,False,0.0,0.0,False,0.0,0.0,True,5053.125,217553.125,False,0.0,0.0,True,5228.125,5228.125,86,217553.125,False,False,868.0146800762406,qwen3.7-plus,,03af9d72aa8ede96a38f73a4efdcb6d9a8213debd1e3d469dbccae2a38c1bf03,babac1e9e5f7a6c2609ee2d1c92d94a1e876dce29195742405c59ab959d1ede6,1,1.318116,2026-08-26T14:14:32.084280+00:00,2026-08-26T14:14:33.402396+00:00,1787753672.08428,1787753673.402396
