tier,block_id,scenario_id,model_condition,branch,replay_type,max_trace_abs_diff,abs_diff_terminal_soc_kwh,abs_diff_terminal_signed_error_kwh,abs_diff_terminal_absolute_error_kwh,abs_diff_total_violation_energy,abs_diff_action_energy_kwh,abs_diff_physical_cost_usd,all_flag_matches,match_dynamic_constraints_ok,match_engineering_feasible,match_strict_feasible,match_violation_interval_count
QWEN37_F1,qwen37f1_0f366cce0fb761f14bc8,v2e2_8e9a9550f230c7b3cff3,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_0f366cce0fb761f14bc8,v2e2_8e9a9550f230c7b3cff3,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_0f366cce0fb761f14bc8,v2e2_8e9a9550f230c7b3cff3,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_143d4851945fe71e55d7,v2e2_729fd4e9cb1879f64d23,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_15b9580deeef7a90c854,v2e2_c577765fa5c45c1fea7a,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1763a30013826fd5f5e2,v2e2_aa86ae40329fa58392a5,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1b7a51c9d887d40ffd14,v2e2_68ad1227a66cd68252f6,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1f77745ae5b9317d718c,v2e2_a49aba98f0f44c8c6622,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_1fc5085e99faac2363ac,v2e2_ac2a6bbea5f71d8219ff,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27479db8834038d8e285,v2e2_d00d3a4d54f973fa24ac,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_27567cea2021f9a1a948,v2e2_a015340abe1151fa1614,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_282080863cda4e420908,v2e2_7e727667efa4e288ccd0,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_31aac6d8f61d7eb15e22,v2e2_c049d4bc657bdc82a484,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_383f613114221f16240a,v2e2_579d7046347071a2967e,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,C2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3c5aa7c5edca9c9b3591,v2e2_b7e962716394d888d563,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,S2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,S2,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,C1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,C1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,S1,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,S1,authoritative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
QWEN37_F1,qwen37f1_3e0c5f963e869ad9b952,v2e2_16b5f26ad506f7afac02,qwen37_plus_direct,C2,carrier_consistent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True
